,Unnamed: 0,station,netbeheerder,status,totale_capaciteit_invoeding_mva,totale_capaciteit_afname_mva,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,verwacht_jaar_van_overbelasting_invoeding,verwacht_jaar_van_overbelasting_afname,investeringsplanning_vermogen_invoeding,investeringsplanning_vermogen_afname,investeringsplanning_tijd_invoeding,investeringsplanning_tijd_afname,beschikbare_capaciteit_invoeding_3_jaar_mva,beschikbare_capaciteit_afname_3_jaar_mva,beschikbare_capaciteit_invoeding_5_jaar_mva,beschikbare_capaciteit_afname_5_jaar_mva,beschikbare_capaciteit_invoeding_10_jaar_mva,beschikbare_capaciteit_afname_10_jaar_mva,peildatum,beschikbare_capaciteit_afname_3_jaar_mva_visualisatie,beschikbare_capaciteit_afname_5_jaar_mva_visualisatie,beschikbare_capaciteit_afname_10_jaar_mva_visualisatie,beschikbare_capaciteit_afname_huidig_mva_visualisatie,beschikbare_capaciteit_invoeding_3_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_5_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_10_jaar_mva_visualisatie,beschikbare_capaciteit_invoeding_huidig_mva_visualisatie,geometry,zip_code
328,,Station Krimpen a/d Ijssel 380,KIJ380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.91242496666667 4.629477766666667),2925 LA
329,,Station Alblasserdam 150,Ab150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.85142705263158 4.66916752631579),2952 AT
330,,Station Rotterdam Marconistraat 150,RTM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.90990859090909 4.424191318181818),3029 AL
331,,Station Ommoord 150,OM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.9582437105 4.5407364985),3068 JG
332,,Station Rotterdam Zuidwijk 150,RTZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.876949180000004 4.5028659),3084 EA
333,,Station Rotterdam Waalhaven 150,RTW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8879579 4.4150465),3089 KC
334,,Station Vondelingenweg 150,VLW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.88126730909091 4.331796109090909),3196 KK
335,,Station Botlek 150,BTL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.87571623636364 4.288410868181818),3197 KA
336,,Station Gerbrandyweg 150,GBW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8955066375 4.2821393375),3197 KK
337,,Station Theemsweg 150,TWG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.88545389166667 4.244604170833334),3197 LR
338,,Station Europoort 150,ERP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.919999477551016 4.1833213795918365),3198 LS
339,,Station Maasvlakte 380 (oud),MVL GIS,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.95552384 4.0251488),3199 LA
340,,Station Maasvlakte 150,MVL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.95552384 4.0251488),3199 LA
341,,Station Maasvlakte 380,MVL380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.95552384 4.0251488),3199 LA
342,,Station Oudeland 150,ODL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8020255 3.9260233),3253 LN
343,,Station Geervliet 150,GVT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8632114625 4.2665515625),3211 AZ
344,,Station Simonshaven 380,SMH380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8393097 4.2675775),3212 LX
345,,Station Merseyweg 150,MSW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.8846229 4.257325),3197 KG
346,,Station Dordrecht Noordendijk 150,DDN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.81537225384616 4.679901438461538),3311 RR
347,,Station Crayestein 380,CST380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.81538049545454 4.7271387727272725),3313 LA
348,,Station Dordrecht Merwedehaven 150,DDM 150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.81538049545454 4.7271387727272725),3313 LA
349,,Station Dordrecht Zuid 150,DDZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.79047955714286 4.683094196428572),3318 AH
350,,Station Nieuwegein 150,NWG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.05221703684211 5.122898621052632),3439 LG
351,,Station Oudenrijn 150,ODR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.07886611111111 5.041706594444444),3454 XB
352,,Station Utrecht Lage Weide 150,ULW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.10712423214286 5.067638557142858),3542 AA
353,,Station Breukelen 380,BKL380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3429909 4.8022578),1066 TA
354,,Station Breukelen 150,BKL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.176660738461536 4.996379807692308),3621 VV
355,,Station Bunschoten 150,BSTN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.238635255 5.392351435),3751 LE
356,,Station Soest 150,SOS 150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.16941197241379 5.330397631034483),3768 MP
357,,Station Harselaar 150,HSR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.161961640625 5.613700221875),3771 PP
358,,Station Harderwijk 150,HD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.32309923636364 5.653709909090909),3847 LD
359,,Station Zeewolde 150,ZWO150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3483160952381 5.459953071428572),3897 LN
360,,Station Veenendaal-2  150,VNW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.01108164153846 5.571339647692308),3903 LA
361,,Station Veenendaal-1  150,VNG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.020522 5.5498738),3901 XJ
362,,Station Driebergen 150,DB150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.05768757777778 5.2668768111111115),3972 KB
363,,Station Tiel 150,TL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.89756988333333 5.444434333333334),4005 VG
364,,Station Arkel 150,AK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.86712193333333 4.987686),4241 WL
365,,Station Biesbosch 150,BBS150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.7837499 4.7714943),4251 MJ
366,,Station Middelburg 150,MDB150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.48954327916667 3.6465716458333337),4338 PS
367,,Station Vlissingen 150,VSG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.443961814285714 3.56847065),4382 AA
368,,Station Pechiney 150,Not known,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.45604599333333 3.7039732666666665),4389 PB
369,,Station Rilland 150,RLL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.41633505 4.17886950625),4411 AA
370,,Kreekrak 380,KRK380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.44145064285714 4.2365039),4411 SX
371,,Station Kruiningen 150,KNG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.45543998611111 4.024839825),4416 NA
372,,Station Borssele 150,BSL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.423723130769226 3.7351187307692304),4454 AW
373,,Station Borssele 380,BSL380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.423723130769226 3.7351187307692304),4454 AW
374,,Station Goes de Poel 150,GSP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(53.2491539 6.3130677),9843 TC
375,,Station Oostburg 150,OBG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.32550128857143 3.4885141685714283),4501 BN
376,,Station Terneuzen 150,TNZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.33362044285714 3.8320070785714284),4532 AA
377,,Station Hydro Agri Sluiskil 150,Not known,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.33401757666667 3.828096743333333),4537 BS
378,,Station Westdorpe 150,WDO150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.33401757666667 3.828096743333333),4537 BS
379,,Regiokantoor Bergen op Zoom,BOZ,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.49100374 4.2938275),4611 AP
380,,Station Bergen op Zoom 150,BOZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.50079055384616 4.270807026923077),4612 PK
381,,Station Woensdrecht 150,WDT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.467626896 4.3074895920000005),4625 AC
382,,Station Roosendaal-Borchwerf 150,RSB150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.54551590526316 4.483353705263158),4702 LC
383,,Station Roosendaal 150,RSD 150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.54551590526316 4.483353705263158),4702 LC
384,,Station Moerdijk 150,MDK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.1297509 5.8499004),6107 AW
385,,Station WKC Moerdijk 150,WKCM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.66151205 4.58580645),4761 PM
386,,Station Zevenbergschenhoek 150,ZBH150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.68255572857143 4.6666954857142855),4765 SP
387,,Station Princenhage 150,PCH150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.58212332 4.72979632),4814 RX
388,,Station Breda 150,BD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.61673810714286 4.771447207142858),4825 BK
389,,Station Etten 150,ETN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.57268878461539 4.608683215384615),4877 AA
390,,Station Oosteind 150,OTD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.64589354285714 4.926482328571429),4909 BM
391,,Station Geertruidenberg 150,GT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.69337058333333 4.842364575),4931 NB
392,,Station Geertruidenberg 380,GT380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.699279625 4.83530975),4931 PA
393,,Station Tilburg Noord 150,TBN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.5983695375 5.0859633625),5011 XK
394,,Station Tilburg Zuid 150,TBZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.5377452 5.0622192),5051 AN
395,,Station Tilburg West 150,TBW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.59780194 5.0250234),5048 CA
396,,Station Waalwijk 150,WW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.70940575 5.090251164285714),5145 PM
397,,Station 's Hertogenbosch West 150,HTW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.70987599473685 5.269499239473684),5222 BK
398,,Station 's Hertogenbosch Noord 150,HTN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.708512516666666 5.298800744444445),5231 XT
399,,Station Blerick 150,BLER150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.55931382 5.38493605),5298 NE
400,,Station Zaltbommel 150,ZBM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.79867352 5.2750727799999995),5301 KL
401,,Station Oss 150,OS150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.76363588541667 5.548782604166666),5349 AV
402,,Station Uden 150,UD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.678844 5.6486791),5406 XN
403,,Station Cuyk 150,CU150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.656885 5.8208335),5446 BE
404,,Station Haps 150,HPS150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.6800487 5.882579466666666),5443 PG
405,,Station Eerde 150,ERD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.6068977625 5.489816425),5466 PM
406,,Station Hapert 150,HPT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.3738976875 5.2690974875),5527 AN
407,,Station Eindhoven Noord 150,EHVN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.45911565 5.4469305),5626 NA
408,,Station Eindhoven Oost 150,EHVO150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.44671284026549 5.523688378318584),5641 JA
409,,Station Eindhoven 380,EHV380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.44671284026549 5.523688378318584),5641 JA
410,,Station Eindhoven Zuid 150,EHVZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.41679878888889 5.4686762),5644 RS
411,,Station Eindhoven West 150,EHVW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.425232745833334 5.4314942041666665),5652 AX
412,,Station Best 150,BT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.488923 5.418231125),5683 PA
413,,Station Horst 150,HRST150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(52.3543447 4.9313727),1098 BV
414,,Station Helmond Oost 150,HMO150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.459458989999995 5.692316796666667),5705 DK
415,,Station Helmond Zuid 150,HMZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.46059306666667 5.664803766666666),5706 LE
416,,Station Aarle Rixtel 150,ARI150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.511472012903226 5.669687374193549),5735 SC
417,,Station Venray 150,VENR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.539606440178574 5.990768574107142),5803 AN
418,,Station Boxmeer 150,BMR150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.64495438666667 5.9341732),5831 AE
419,,Station Boxmeer 380,BMR380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.64495438666667 5.9341732),5831 AE
420,,Station Boekend 150,BOEK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.39076636666667 6.103470422222222),5928 LJ
421,,Station Belfeld 150,BELF150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.32229306666667 6.1187170962962965),5951 AG
422,,Station Helden 150,HELD150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.310828955 5.985270625),5987 NB
423,,Station Weertheide 150,WRTH150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.25208446827957 5.644994318817204),6002 ST
424,,Station Nederweert 150,NEDW150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.263234477272725 5.7184637227272725),6003 NA
425,,Regiokantoor Weert,WRT,,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.26179477916667 5.725849948611112),6004 HT
426,,Station Budel 150,BDL150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(53.2188313 6.2953701),9861 AA
427,,Station Maarheeze 150,MZ150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.32333406666667 5.640850853333333),6026 RJ
428,,Station Kelpen 150,KELP150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.23741583076923 5.817801630769231),6037 RM
429,,Station Roermond 150,RMND150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.181987831578944 5.9781053421052635),6041 NC
430,,Station Merum 150,MRUM150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.1663155 5.9609295),6049 CV
431,,Station Maasbracht 150,MBT150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.1471765 5.9205576),6051 MZ
432,,Station Maasbracht 380,MBT380,,380,380,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.148369496 5.912659468),6051 JZ
433,,Station Maalbroek 150,MLBK150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.22969661818182 6.010924990909091),6071 PA
434,,Station Buggenum 150,BUGG150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.22710602 5.966200339999999),6085 NB
435,,Station Born 150,BORN150,,150,150,-1.0,-1.0,-1,-1,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,(51.0531041 5.8441673),6114 RE
