,zip_code,beschikbare_capaciteit_invoeding_huidig_mva,beschikbare_capaciteit_afname_huidig_mva,station_lat,station_long,center_vlak_lat,center_vlak_long,area_vlak,distance_to_station,name
752,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.264310600296426,3.8290236019122825,26848.275615466486,49.756665906730596,Westdorpe 50 kV
753,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.279916603569774,3.7659057402189853,3001.823531413873,4741.196339440139,Westdorpe 50 kV
754,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.26178337910522,3.827933434555761,3036.979347220001,335.18438434776607,Westdorpe 50 kV
755,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.27440534927768,3.7546732279498762,34.583631239310606,5319.917393645986,Westdorpe 50 kV
756,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.28001281883678,3.765102499605434,2104.6161304115803,4797.201074290552,Westdorpe 50 kV
757,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.336567418008464,3.661133283817783,9215.113646122041,14179.188402752467,Westdorpe 50 kV
758,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.336962337610196,3.6625131606809056,148.16285609945515,14125.001786972134,Westdorpe 50 kV
759,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.34508178555636,3.718956757572441,13930.005535574217,11794.685598259011,Westdorpe 50 kV
760,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.33795268976973,3.6916721429386925,14922.675684507047,12582.919908897584,Westdorpe 50 kV
761,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.34633106462255,3.883942839205214,6565.3696920970115,9841.014588961598,Westdorpe 50 kV
762,4551 LA,73.0,34.0,51.264627853610605,3.8295279213518705,51.34677702485338,3.8863933717341324,44.364486768022076,9953.224302800892,Westdorpe 50 kV
763,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92384894360264,4.50485092742343,900.0180993321361,179.17077310418523,Zamenhofstraat 25kV
764,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.922915126713406,4.501739830391456,30.62388342862254,200.59762679286632,Zamenhofstraat 25kV
765,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92853798466213,4.5090757474826555,1244.466736171176,621.3314602389306,Zamenhofstraat 25kV
766,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.92852886125084,4.498172629820028,607.7007420488319,527.159665794662,Zamenhofstraat 25kV
767,3061 SH,60.0,11.0,51.92464352297711,4.502577896163993,51.93098855743341,4.504618214836949,677.9820790864758,719.2726531443574,Zamenhofstraat 25kV
